               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  83,             0.06987,            0.077417,            0.022711,             0.45698,              0.3489,             0.35045,             0.18713,            0.065927,             0.10753,            0.026736,           0.0084404,           0.0084404,           0.0084404
                  84,            0.069852,            0.076352,            0.022633,             0.45765,             0.34945,               0.349,              0.1868,            0.065909,             0.10748,            0.026731,           0.0084046,           0.0084046,           0.0084046
                  85,            0.069855,            0.076716,            0.022857,             0.47478,             0.33846,             0.34869,             0.18693,            0.065887,             0.10743,            0.026674,           0.0083684,           0.0083684,           0.0083684
                  86,            0.070226,            0.077379,            0.022524,             0.48153,             0.33646,             0.34885,             0.18773,            0.065793,              0.1074,            0.026665,           0.0083319,           0.0083319,           0.0083319
                  87,            0.069747,            0.077603,            0.022565,             0.44861,             0.35369,             0.35164,             0.18926,            0.065774,             0.10737,            0.026625,           0.0082952,           0.0082952,           0.0082952
                  88,            0.069804,            0.076466,            0.022314,             0.44386,             0.35565,             0.35134,             0.18882,            0.065753,             0.10739,            0.026618,           0.0082581,           0.0082581,           0.0082581
                  89,            0.069555,            0.077343,            0.022488,             0.45418,             0.35024,             0.35291,             0.18882,            0.065749,             0.10736,            0.026535,           0.0082207,           0.0082207,           0.0082207
                  90,            0.069911,            0.077611,            0.022395,              0.4602,             0.34935,             0.35276,             0.18998,            0.065696,             0.10728,            0.026539,            0.008183,            0.008183,            0.008183
                  91,            0.069703,            0.076725,            0.022517,             0.46094,              0.3482,             0.35423,             0.19029,            0.065669,             0.10717,            0.026489,            0.008145,            0.008145,            0.008145
                  92,            0.069641,            0.077347,            0.022297,             0.45355,             0.35119,             0.35378,             0.19051,            0.065629,             0.10718,            0.026466,           0.0081068,           0.0081068,           0.0081068
                  93,            0.069657,            0.076587,            0.022277,             0.46201,               0.347,             0.35363,             0.19093,            0.065632,             0.10707,            0.026552,           0.0080682,           0.0080682,           0.0080682
                  94,            0.069734,             0.07738,            0.022177,             0.46316,             0.34636,             0.35454,             0.19205,            0.065589,              0.1071,            0.026498,           0.0080294,           0.0080294,           0.0080294
                  95,            0.069413,            0.076648,            0.022256,             0.47002,             0.34542,             0.35476,             0.19105,            0.065559,             0.10707,            0.026465,           0.0079903,           0.0079903,           0.0079903
                  96,            0.069588,            0.076771,            0.022277,             0.48354,             0.34073,             0.35602,             0.19207,            0.065536,             0.10706,            0.026501,           0.0079509,           0.0079509,           0.0079509
                  97,            0.069359,            0.076789,            0.022101,             0.45568,             0.35324,             0.35648,              0.1926,            0.065513,             0.10699,             0.02646,           0.0079112,           0.0079112,           0.0079112
                  98,              0.0694,            0.077275,            0.022143,              0.4846,             0.34352,             0.35696,             0.19305,            0.065478,             0.10698,            0.026462,           0.0078713,           0.0078713,           0.0078713
                  99,            0.069469,            0.076956,            0.022276,             0.45196,             0.35518,             0.35514,             0.19201,            0.065477,             0.10707,            0.026457,           0.0078311,           0.0078311,           0.0078311
                 100,             0.06976,            0.076939,            0.022072,             0.46854,             0.35249,              0.3576,             0.19346,            0.065442,             0.10699,            0.026379,           0.0077907,           0.0077907,           0.0077907
                 101,            0.069302,            0.077595,            0.021987,             0.47125,             0.35058,             0.35828,             0.19437,             0.06541,             0.10699,            0.026373,             0.00775,             0.00775,             0.00775
                 102,             0.06932,            0.076575,            0.021871,             0.43545,             0.36856,             0.35817,             0.19417,            0.065377,             0.10689,            0.026349,           0.0077091,           0.0077091,           0.0077091
                 103,            0.069707,            0.077172,            0.022096,             0.44656,             0.36717,             0.36049,             0.19498,            0.065357,             0.10688,            0.026371,           0.0076679,           0.0076679,           0.0076679
                 104,            0.069522,            0.076728,            0.021924,             0.45301,             0.36561,             0.36066,             0.19561,            0.065312,             0.10683,            0.026401,           0.0076265,           0.0076265,           0.0076265
                 105,            0.069382,            0.077606,            0.021847,             0.48791,             0.34886,             0.36167,             0.19643,            0.065287,             0.10679,            0.026347,           0.0075848,           0.0075848,           0.0075848
                 106,            0.069147,            0.075972,            0.021725,             0.47074,             0.35899,             0.36242,             0.19678,            0.065261,             0.10679,              0.0263,            0.007543,            0.007543,            0.007543
                 107,            0.069434,            0.077152,            0.021588,             0.45005,             0.37213,             0.36274,             0.19698,            0.065273,             0.10675,            0.026265,           0.0075009,           0.0075009,           0.0075009
                 108,            0.069225,            0.076717,            0.021777,             0.44634,             0.37529,             0.36372,             0.19718,            0.065249,             0.10667,            0.026219,           0.0074585,           0.0074585,           0.0074585
                 109,            0.069277,            0.076819,            0.021694,               0.486,             0.35668,             0.36442,             0.19683,            0.065232,             0.10669,              0.0262,            0.007416,            0.007416,            0.007416
                 110,            0.069024,            0.075703,            0.021656,             0.46864,             0.36854,             0.36539,             0.19795,            0.065202,             0.10666,            0.026167,           0.0073733,           0.0073733,           0.0073733
                 111,            0.068893,            0.076163,             0.02183,             0.46665,               0.369,             0.36575,             0.19828,            0.065199,             0.10665,            0.026168,           0.0073303,           0.0073303,           0.0073303
                 112,            0.069075,            0.077166,            0.021797,             0.47034,             0.36233,             0.36449,             0.19827,            0.065173,             0.10662,            0.026181,           0.0072872,           0.0072872,           0.0072872
                 113,            0.068819,            0.075483,            0.021386,             0.47365,             0.36152,             0.36471,             0.19844,            0.065165,             0.10662,            0.026189,           0.0072438,           0.0072438,           0.0072438
                 114,            0.068889,            0.076296,            0.021716,             0.48294,             0.35625,             0.36507,             0.19877,            0.065148,             0.10661,            0.026172,           0.0072003,           0.0072003,           0.0072003
                 115,             0.06895,            0.076721,            0.021594,             0.47507,             0.36076,             0.36662,             0.19976,            0.065136,             0.10661,            0.026165,           0.0071566,           0.0071566,           0.0071566
                 116,            0.069056,             0.07623,            0.021334,             0.47386,              0.3615,             0.36735,             0.20053,            0.065114,              0.1066,            0.026142,           0.0071127,           0.0071127,           0.0071127
                 117,            0.068683,            0.074233,            0.021336,             0.48549,             0.35744,             0.36776,             0.20114,            0.065084,             0.10655,            0.026155,           0.0070686,           0.0070686,           0.0070686
                 118,            0.068734,            0.075934,            0.021413,             0.45513,             0.37165,             0.36892,             0.20183,             0.06507,             0.10653,             0.02616,           0.0070243,           0.0070243,           0.0070243
