               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 137,            0.064128,            0.071351,            0.019769,              0.4951,             0.41033,             0.41418,             0.22967,             0.06157,             0.10287,            0.025224,           0.0061574,           0.0061574,           0.0061574
                 138,            0.064495,            0.072037,            0.019817,             0.50931,             0.40187,             0.41398,             0.22964,            0.061558,             0.10286,            0.025221,           0.0061107,           0.0061107,           0.0061107
                 139,            0.064229,            0.071482,            0.019867,             0.50432,             0.40552,             0.41463,             0.22955,            0.061545,             0.10285,            0.025209,            0.006064,            0.006064,            0.006064
                 140,            0.064535,            0.072003,            0.020051,             0.48499,             0.41695,             0.41455,             0.22974,            0.061534,             0.10286,            0.025205,           0.0060172,           0.0060172,           0.0060172
                 141,            0.064374,            0.070968,            0.019776,             0.48547,             0.41793,             0.41501,             0.22979,            0.061519,             0.10284,            0.025202,           0.0059704,           0.0059704,           0.0059704
                 142,            0.064089,            0.071775,            0.019931,             0.49039,              0.4136,             0.41488,             0.22968,             0.06151,             0.10284,            0.025195,           0.0059235,           0.0059235,           0.0059235
                 143,            0.064329,            0.071992,            0.019783,             0.49015,             0.41249,             0.41481,             0.22984,            0.061502,             0.10284,            0.025198,           0.0058766,           0.0058766,           0.0058766
                 144,            0.064314,            0.072928,            0.019757,              0.4904,              0.4122,             0.41454,             0.22972,            0.061494,             0.10284,            0.025204,           0.0058296,           0.0058296,           0.0058296
                 145,            0.064427,            0.071914,            0.019889,              0.5096,             0.40076,             0.41479,             0.22987,            0.061486,             0.10283,            0.025195,           0.0057826,           0.0057826,           0.0057826
                 146,            0.064394,            0.071743,            0.019602,             0.50787,             0.40232,             0.41532,             0.23023,            0.061481,             0.10282,            0.025194,           0.0057355,           0.0057355,           0.0057355
                 147,              0.0642,            0.072018,             0.01964,             0.49383,             0.41016,             0.41541,             0.23027,            0.061471,             0.10281,            0.025197,           0.0056884,           0.0056884,           0.0056884
                 148,            0.064378,            0.072117,            0.019671,             0.51879,             0.39649,             0.41567,             0.23062,             0.06146,             0.10279,            0.025188,           0.0056413,           0.0056413,           0.0056413
                 149,            0.064597,              0.0715,             0.01964,             0.48779,             0.41501,             0.41575,             0.23046,            0.061452,             0.10278,            0.025183,           0.0055942,           0.0055942,           0.0055942
                 150,            0.064314,            0.071825,            0.019418,              0.5046,             0.40562,             0.41587,             0.23039,            0.061443,             0.10278,            0.025176,           0.0055471,           0.0055471,           0.0055471
                 151,            0.064126,            0.071566,            0.019577,              0.4936,              0.4128,             0.41598,             0.23066,            0.061436,             0.10278,            0.025174,              0.0055,              0.0055,              0.0055
                 152,            0.064217,            0.071664,            0.019614,             0.48221,              0.4202,             0.41584,             0.23077,            0.061429,             0.10278,            0.025173,           0.0054529,           0.0054529,           0.0054529
                 153,            0.064187,             0.07251,            0.019412,              0.4988,             0.40982,              0.4161,             0.23088,            0.061426,             0.10277,            0.025168,           0.0054058,           0.0054058,           0.0054058
                 154,            0.064224,             0.07106,            0.019427,             0.48743,              0.4174,             0.41635,             0.23123,            0.061416,             0.10278,            0.025162,           0.0053587,           0.0053587,           0.0053587
                 155,            0.063877,            0.070323,            0.019554,             0.50316,             0.40776,             0.41666,             0.23148,            0.061411,             0.10277,            0.025161,           0.0053116,           0.0053116,           0.0053116
                 156,             0.06393,             0.07169,            0.019438,              0.5043,               0.408,              0.4168,             0.23148,            0.061403,             0.10277,            0.025152,           0.0052645,           0.0052645,           0.0052645
                 157,            0.064301,            0.073003,            0.019523,             0.50013,             0.41107,             0.41729,              0.2318,            0.061395,             0.10275,            0.025146,           0.0052174,           0.0052174,           0.0052174
